Função;Categoria;Subcategoria;Descrição da subcategoria;Nivel de Maturidade Atual;Pontuação Atual;Cenário Atual;Evidência/Fonte;Gaps;Recomendações
IDENTIFICAR (ID);Avaliação de Riscos (ID.RA);ID.RA-07;"Mudanças e exceções são gerenciadas, avaliadas quanto ao impacto do risco, registradas e acompanhadas

Exemplo 1: Implementar e seguir procedimentos para a documentação formal, revisão, teste e aprovação de mudanças propostas e exceções solicitadas
Exemplo 2: Documente os possíveis riscos de fazer ou não cada mudança proposta e forneça orientações sobre como reverter mudanças
Exemplo 3: Documente os riscos relacionados a cada exceção solicitada e o plano para responder a esses riscos
Exemplo 4: Revisar periodicamente os riscos aceitos com base em ações ou marcos futuros planejados";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação e comunicações que aborda a gestão de riscos, mudanças e exceções. No entanto, não há evidências de que as práticas sejam formalmente estabelecidas ou revisadas regularmente.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] - A política estabelece a gestão de riscos, mudanças e exceções, mas não há detalhes sobre como isso é implementado ou revisado.;Elaborar procedimentos formais para a documentação, revisão, teste e aprovação de mudanças propostas e exceções solicitadas;Implementar MFA (Multi-Factor Authentication) para garantir que as alterações sejam feitas com autorização adequada
IDENTIFICAR (ID);Avaliação de Riscos (ID.RA);ID.RA-08;"Processos para receber, analisar e responder a divulgações de vulnerabilidades são estabelecidos

Exemplo 1: Realizar o compartilhamento de informações sobre vulnerabilidades entre a organização e seus fornecedores seguindo as regras e protocolos definidos em contratos
Exemplo 2: Atribuir responsabilidades e verificar a execução de procedimentos para processamento, análise do impacto e resposta a ameaças, vulnerabilidades ou divulgações de incidentes de cibersegurança por fornecedores, clientes, parceiros e organizações governamentais de cibersegurança";Nível 2: Informado sobre Riscos;2.0;A organização tem processos para receber, analisar e responder a divulgações de vulnerabilidades, como compartilhar informações sobre vulnerabilidades entre a organização e seus fornecedores seguindo as regras e protocolos definidos em contratos.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] Deve ser adotada a gestão de riscos de segurança da informação, segundo critérios a serem definidos pela área de Segurança da Informação da CGTI.;A política não estabelece claramente como as vulnerabilidades serão analisadas e respondidas. É necessário estabelecer um processo formal para análise e resposta a vulnerabilidades.;Elaborar política formal para análise e resposta a vulnerabilidades.
IDENTIFICAR (ID);Avaliação de Riscos (ID.RA);ID.RA-09;"A autenticidade e integridade do hardware e software são avaliadas antes da aquisição e uso

Exemplo 1: Avaliar a autenticidade e a cibersegurança de produtos e serviços tecnológicos críticos antes da aquisição e uso";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança que aborda a autenticidade e integridade do hardware e software antes da aquisição e uso. No entanto, não há evidência de que essa política seja formalmente estabelecida ou revisada regularmente.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A autenticidade e integridade do hardware e software são avaliadas antes da aquisição e uso;A política de segurança não é formalmente estabelecida ou revisada regularmente. É necessário estabelecer um processo formal para revisar e atualizar a política.;Elaborar política formal e implementar um processo de revisão regular para garantir que a política seja atualizada e eficaz.
IDENTIFICAR (ID);Avaliação de Riscos (ID.RA);ID.RA-10;"Fornecedores críticos são avaliados antes da aquisição

Exemplo 1: Realizar avaliações de risco de fornecedores com base nos requisitos de cibersegurança empresarial e aplicáveis, incluindo a cadeia de suprimentos";Nível 2: Informado sobre Riscos;2.0;A política de segurança da informação e comunicações da Fiocruz estabelece diretrizes para a classificação e tratamento de informações, incluindo a gestão de risco e continuidade. No entanto, não há evidência específica sobre a avaliação de fornecedores críticos antes da aquisição.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A política estabelece diretrizes para classificação e tratamento de informações, incluindo gestão de risco e continuidade.;A política não menciona a avaliação de fornecedores críticos antes da aquisição. É necessário elaborar um processo formal para avaliar os fornecedores críticos.;Elaborar um processo formal para avaliar os fornecedores críticos antes da aquisição, incluindo a análise de riscos e a verificação dos requisitos de cibersegurança empresarial.
IDENTIFICAR (ID);Melhoria (ID.IM);ID.IM-01;"Melhorias são identificadas a partir de avaliações

Exemplo 1: Realizar autoavaliações de serviços críticos que levem em consideração ameaças e TPTs atuais
Exemplo 2: Investir em avaliações de terceiros ou auditorias independentes da eficácia do programa de cibersegurança da organização para identificar áreas que precisam de melhoria
Exemplo 3: Avaliar constantemente a conformidade com requisitos selecionados de cibersegurança por meio de meios automatizados";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação e comunicações que estabelece objetivos, define a gestão de risco e continuidade, e prevê auditorias e conformidade.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] O objetivo é estabelecer diretrizes para classificação e tratamento das informações quanto ao seu grau de sigilo nos aspectos referentes à segurança da informação e comunicações no âmbito da Fiocruz.;A política não está formalmente aprovada pela administração, e não há um processo claro para identificar e implementar medidas de proteção necessárias para a mitigação ou eliminação dos riscos.;Elaborar política formal e estabelecer processos claros para identificar e implementar medidas de proteção necessárias para a mitigação ou eliminação dos riscos.
IDENTIFICAR (ID);Melhoria (ID.IM);ID.IM-02;"Melhorias são identificadas a partir de testes e exercícios de segurança, incluindo aqueles realizados em coordenação com fornecedores e terceiros relevantes

Exemplo 1: Identificar melhorias para futuras atividades de resposta a incidentes com base nos achados das avaliações de resposta a incidentes (por exemplo, exercícios e simulações de simulação, testes, revisões internas, auditorias independentes)
Exemplo 2: Identificar melhorias para futuras atividades de continuidade dos negócios, recuperação de desastres e resposta a incidentes com base em exercícios realizados em coordenação com prestadores de serviços críticos e fornecedores de produtos
Exemplo 3: Envolver partes interessadas internas (por exemplo, executivos seniores, departamento jurídico, RH) em testes e exercícios de segurança, conforme apropriado
Exemplo 4: Realizar testes de penetração para identificar oportunidades de melhorar a postura de segurança de sistemas selecionados de alto risco, conforme aprovado pela liderança
Exemplo 5: Exercer planos de contingência para responder e recuperar da descoberta de que produtos ou serviços não se originaram com o fornecedor ou parceiro contratado ou foram alterados antes do recebimento
Exemplo 6: Coletar e analisar métricas de desempenho usando ferramentas e serviços de segurança para informar melhorias no programa de cibersegurança";Nível 2: Informado sobre Riscos;2.0;A organização identifica melhorias para futuras atividades de resposta a incidentes e continuidade dos negócios com base nos achados das avaliações de resposta a incidentes e exercícios realizados em coordenação com fornecedores e terceiros relevantes.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] O objetivo estabelecido na política é a gestão de riscos de segurança da informação, segundo critérios a serem definidos pela área de Segurança da Informação da CGTI.;A falta de um plano formal para melhorias e a necessidade de envolver mais partes interessadas internas em testes e exercícios de segurança.;Elaborar política formal para melhorias e implementar MFA (Multi-Factor Authentication) para fortalecer a postura de segurança da organização.
IDENTIFICAR (ID);Melhoria (ID.IM);ID.IM-03;"Melhorias são identificadas pela execução dos processos, procedimentos e atividades operacionais

Exemplo 1: Realizar sessões colaborativas de lições aprendidas com fornecedores
Exemplo 2: Revisar anualmente políticas, processos e procedimentos de cibersegurança para levar em conta as lições aprendidas
Exemplo 3: Usar métricas para avaliar o desempenho operacional da cibersegurança ao longo do tempo";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação e comunicações que aborda a gestão de risco, continuidade de negócios e auditoria e conformidade. Além disso, há normas complementares que tratam de temas específicos como acesso remoto, uso de dispositivos móveis e credenciamento de usuários.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] O conteúdo da política estabelece objetivos para a gestão de risco e continuidade de negócios, bem como a importância da auditoria e conformidade.;A falta de uma abordagem mais formalizada e repetível para a gestão de riscos e continuidade de negócios é um gap importante. Além disso, não há evidência de que as políticas e processos sejam regularmente revisados e atualizados.;Elaborar política formal para a gestão de risco e continuidade de negócios e implementar processo de revisão e atualização regular das políticas e processos.
IDENTIFICAR (ID);Melhoria (ID.IM);ID.IM-04;"Planos de resposta a incidentes e outros planos de cibersegurança que afetam as operações são estabelecidos, comunicados, mantidos e aprimorados

Exemplo 1: Estabelecer planos de contingência (por exemplo, resposta a incidentes, continuidade de negócios, recuperação de desastres) para responder e se recuperar de eventos adversos que possam interferir nas operações, expor informações confidenciais ou de outra forma colocar em risco a missão e viabilidade da organização
Exemplo 2: Incluir informações de contato e comunicação, processos para lidar com cenários comuns e critérios para priorização, escalonamento e elevação em todos os planos de contingência
Exemplo 3: Criar um plano de gerenciamento de vulnerabilidades para identificar e avaliar todos os tipos de vulnerabilidades e para priorizar, testar e implementar respostas ao risco
Exemplo 4: Comunicar planos de cibersegurança (incluindo atualizações) para os responsáveis por executá-los e para as partes afetadas
Exemplo 5: Revise e atualize todos os planos de cibersegurança anualmente ou quando for identificada a necessidade de melhorias significativas";Nível 2: Informado sobre Riscos;2.0;A organização tem planos de resposta a incidentes e outros planos de cibersegurança que afetam as operações, mas não há evidência de revisão e atualização regular.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] O objetivo estabelecido na política é a gestão de riscos de segurança da informação, segundo critérios a serem definidos pela área de Segurança da Informação da CGTI.;Elaborar política formal para revisão e atualização regular dos planos de cibersegurança;Implementar processo de revisão e atualização regular dos planos de cibersegurança
PROTEGER (PR);Gerenciamento de Identidade, Autenticação e Controle de Acesso (PR. AA);PR. AA-01;"Identidades e credenciais para usuários autorizados, serviços e hardware são gerenciados pela organização

Exemplo 1: Iniciar solicitações de novo acesso ou acesso adicional para funcionários, contratados e outros, e acompanhar, revisar e atender as solicitações, com permissão dos proprietários do sistema ou dos dados quando necessário
Exemplo 2: Emitir, gerenciar e revogar certificados criptográficos e tokens de identidade, chaves criptográficas (ou seja, gerenciamento de chaves) e outras credenciais
Exemplo 3: Selecione um identificador único para cada dispositivo a partir de características de hardware imutáveis ou um identificador provisionado de forma segura para o dispositivo
Exemplo 4: Identificar fisicamente o hardware autorizado com um identificador para fins de inventário e manutenção";Nível 2: Informado sobre Riscos;2.0;A organização tem políticas e processos estabelecidos para gerenciar identidades e credenciais, como a emissão de certificados criptográficos e tokens de identidade. No entanto, não há evidência de que essas práticas sejam formalmente aprovadas e expressas como política.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] Deve ser adotada a gestão de riscos de segurança da informação, segundo critérios a serem definidos pela área de Segurança da Informação da CGTI.;Elaborar política formal para gerenciar identidades e credenciais;Implementar MFA (Multi-Factor Authentication) para adicionar uma camada de segurança adicional
PROTEGER (PR);Gerenciamento de Identidade, Autenticação e Controle de Acesso (PR. AA);PR. AA-02;"Identidades são comprovadas e vinculadas a credenciais com base no contexto das interações

Exemplo 1: Verificar a identidade declarada de uma pessoa no momento do registro usando credenciais de identidade emitidas pelo governo (por exemplo, passaporte, visto, carteira de motorista)
Exemplo 2: Emita uma credencial diferente para cada pessoa (ou seja, sem compartilhamento de credenciais)";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação que aborda a gestão de risco e identidade. No entanto, não há evidências claras de como as identidades são comprovadas e vinculadas a credenciais.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A política estabelece que a gestão de risco deve ser adotada para a identificação e implementação das medidas de proteção necessárias para a mitigação ou eliminação dos riscos.;É necessário estabelecer processos claros para a comprovação e vinculação de identidades às credenciais.;Elaborar política formal para a gestão de identidade e credencialização.
PROTEGER (PR);Gerenciamento de Identidade, Autenticação e Controle de Acesso (PR. AA);PR. AA-03;"Usuários, serviços e hardware são autenticados

Exemplo 1: Exigir autenticação multifator
Exemplo 2: Aplicar políticas para a força mínima de senhas, PINs e autenticadores similares
Exemplo 3: Reautenticar periodicamente usuários, serviços e hardware com base no risco (por exemplo, em arquiteturas zero trust)
Exemplo 4: Garantir que o pessoal autorizado possa acessar contas essenciais para proteger a segurança em condições de emergência";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança que aborda a autenticação de usuários, serviços e hardware. No entanto, não há evidência de que essa política seja formalmente estabelecida ou revisada regularmente.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A política de segurança estabelece que a gestão de riscos deve ser adotada para identificar e implementar medidas de proteção necessárias para mitigar ou eliminar os riscos.;A política de segurança não é formalmente estabelecida ou revisada regularmente. É necessário estabelecer um processo formal para a gestão de riscos e revisar regularmente a política de segurança.;Elaborar política formal de gestão de riscos e revisá-la regularmente.
PROTEGER (PR);Gerenciamento de Identidade, Autenticação e Controle de Acesso (PR. AA);PR. AA-04;"As afirmações de identidade são protegidas, transmitidas e verificadas

Exemplo 1: Proteger asserções de identidade usadas para transmitir autenticação e informações do usuário por meio de sistemas de login único
Exemplo 2: Proteger asserções de identidade que são usadas para transmitir autenticação e informações do usuário entre sistemas federados
Exemplo 3: Implementar abordagens baseadas em padrões para asserções de identidade em todos os contextos e seguir todas as orientações para a geração (por exemplo, modelos de dados, metadados), proteção (por exemplo, assinatura digital, criptografia) e verificação (por exemplo, validação de assinatura) das asserções de identidade";Nível 2: Informado sobre Riscos;2.0;A política de segurança da informação e comunicações estabelece objetivos para a gestão de risco, continuidade e auditoria. No entanto, não há evidências específicas de proteção das afirmações de identidade.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A política estabelece objetivos para a gestão de risco, continuidade e auditoria.;Implementar políticas e processos formais para proteger as afirmações de identidade;Elaborar política formal para proteção das afirmações de identidade
PROTEGER (PR);Gerenciamento de Identidade, Autenticação e Controle de Acesso (PR. AA);PR. AA-05;"Permissões de acesso, direitos e autorizações são definidos em uma política, gerenciados, aplicados e revisados, e incorporam os princípios de menor privilégio e separação de funções

Exemplo 1: Revise os privilégios de acesso lógico e físico periodicamente e sempre que alguém muda de função ou deixa a organização, e prontamente revoge privilégios que não são mais necessários
Exemplo 2: Leve em conta os atributos do solicitante e do recurso solicitado para decisões de autorização (por exemplo, geolocalização, dia/hora, saúde cibernética do endpoint do solicitante)
Exemplo 3: Restringir acesso e privilégios ao mínimo necessário (por exemplo, arquitetura zero trust)
Exemplo 4: Revisar periodicamente os privilégios associados a funções críticas de negócios para confirmar a separação adequada das funções";Nível 2: Informado sobre Riscos;2.0;A política de segurança da informação e comunicações da Fiocruz estabelece diretrizes para a gestão de risco, continuidade e auditoria. No entanto, não há uma abordagem formalizada para gerenciar permissões de acesso, direitos e autorizações.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A política estabelece que a gestão de risco deve ser adotada para identificar e implementar medidas de proteção necessárias para mitigar ou eliminar os riscos.;Elaborar política formal para gerenciar permissões de acesso, direitos e autorizações;Implementar MFA (Multi-Factor Authentication) e restringir acesso e privilégios ao mínimo necessário
PROTEGER (PR);Gerenciamento de Identidade, Autenticação e Controle de Acesso (PR. AA);PR. AA-06;"O acesso físico aos ativos é gerenciado, monitorado e aplicado de acordo com o risco

Exemplo1: Uso de seguranças, câmeras de segurança, entradas trancadas, sistemas de alarme e outros controles físicos para monitorar instalações e restringir o acesso
Exemplo 2: Empregar controles físicos adicionais de segurança para áreas que contenham ativos de alto risco
Exemplo 3: Acompanhe convidados, fornecedores e outras entidades em áreas que contenham ativos críticos para o negócio";Nível 2: Informado sobre Riscos;2.0;O acesso físico aos ativos é gerenciado, monitorado e aplicado de acordo com o risco. A política de segurança da informação e comunicações estabelece objetivos para a gestão de riscos e continuidade de negócios.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] O acesso físico aos ativos é gerenciado, monitorado e aplicado de acordo com o risco. A política estabelece objetivos para a gestão de riscos e continuidade de negócios.;A política não especifica como os controles físicos são implementados e revisados regularmente.;Elaborar procedimentos formais para a implementação e revisão dos controles físicos.
PROTEGER (PR);Conscientização e Treinamento (PR. AT);PR. AT-01;"Os funcionários recebem conscientização e treinamento para que possuam o conhecimento e as habilidades necessárias para realizar tarefas gerais levando em mente os riscos de cibersegurança

Exemplo 1: Fornecer conscientização básica e treinamento em cibersegurança a funcionários, contratados, parceiros, fornecedores e todos os outros usuários dos recursos não públicos da organização
Exemplo 2: Treinar pessoal para reconhecer tentativas de engenharia social e outros ataques comuns, reportar ataques e atividades suspeitas, cumprir políticas de uso aceitável e realizar tarefas básicas de higiene cibernética (por exemplo, correção de software, escolha de senhas, proteção de credenciais)
Exemplo 3: Explique as consequências das violações da política de cibersegurança, tanto para usuários individuais quanto para a organização como um todo
Exemplo 4: Avaliar ou testar periodicamente os usuários sobre seu entendimento das práticas básicas de cibersegurança
Exemplo 5: Exigir revisões anuais para reforçar as práticas existentes e introduzir novas práticas";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação e comunicações que aborda a gestão de risco, continuidade de negócios e auditoria e conformidade. No entanto, não há evidências claras de que os funcionários recebam conscientização e treinamento para realizar tarefas gerais levando em mente os riscos de cibersegurança.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A política estabelece a gestão de risco, continuidade de negócios e auditoria e conformidade, mas não há menção específica sobre conscientização e treinamento para os funcionários.;Elaborar política formal para conscientização e treinamento dos funcionários sobre cibersegurança;Implementar programa de conscientização e treinamento para os funcionários, incluindo exemplos práticos e avaliações periódicas do entendimento das práticas básicas de cibersegurança.
PROTEGER (PR);Conscientização e Treinamento (PR. AT);PR. AT-02;"Indivíduos em funções especializadas recebem conscientização e treinamento para que possuam o conhecimento e as habilidades necessárias para realizar tarefas relevantes levando em conta os riscos de cibersegurança

Exemplo 1: Identificar os papéis especializados dentro da organização que exigem treinamento adicional em cibersegurança, como pessoal físico e de cibersegurança, pessoal financeiro, alta liderança e qualquer pessoa com acesso a dados críticos para o negócio
Exemplo 2: Oferecer conscientização e treinamento em cibersegurança baseados em funções para todos que ocupam funções especializadas, incluindo contratados, parceiros, fornecedores e outras partes
Exemplo 3: Avaliar ou testar periodicamente os usuários quanto ao seu entendimento das práticas de cibersegurança para seus papéis especializados
Exemplo 4: Exigir atualizações anuais para reforçar as práticas existentes e introduzir novas práticas";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação e comunicações que aborda a gestão de risco, continuidade de negócios e auditoria e conformidade. No entanto, não há evidência clara de que os indivíduos em funções especializadas recebam conscientização e treinamento para realizar tarefas relevantes levando em conta os riscos de cibersegurança.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A política estabelece objetivos, como a gestão de risco e continuidade de negócios, mas não há menção específica sobre o treinamento para indivíduos em funções especializadas.;Elaborar política formal para conscientização e treinamento dos indivíduos em funções especializadas;Implementar programa de treinamento regular para os indivíduos em funções especializadas, abordando a gestão de riscos e cibersegurança
PROTEGER (PR);Segurança de Dados (PR.DS);PR. DS-01;"A confidencialidade, integridade e disponibilidade dos dados em repouso são protegidas

Exemplo 1: Utilize criptografia, assinaturas digitais e hashes criptográficos para proteger a confidencialidade e integridade dos dados armazenados em arquivos, bancos de dados, imagens de disco de máquinas virtuais, imagens de contêineres e outros recursos
Exemplo 2: Usar criptografia de disco completa para proteger os dados armazenados nos endpoints dos usuários
Exemplo 3: Confirme a integridade do software validando assinaturas
Exemplo 4: Restringir o uso de mídia removível para evitar a exfiltração de dados
Exemplo 5: Mídia removível fisicamente segura contendo informações sensíveis não criptografadas, como dentro de escritórios ou arquivos trancados";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação e comunicações que aborda a gestão de risco, continuidade de negócios e auditoria e conformidade. No entanto, não há evidências claras de que as práticas de gestão de riscos sejam formalmente aprovadas e expressas como política.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A organização deve adotar a gestão de risco de segurança da informação, segundo critérios a serem definidos pela área de Segurança da Informação da CGTI.;Elaborar política formal para a gestão de riscos e continuidade de negócios em segurança da informação;Implementar MFA (Multi-Factor Authentication) para proteger a confidencialidade, integridade e disponibilidade dos dados em repouso
PROTEGER (PR);Segurança de Dados (PR.DS);PR. DS-02;"A confidencialidade, integridade e disponibilidade dos dados em trânsito são protegidas

Exemplo 1: Uso de criptografia, assinaturas digitais e hashes criptográficos para proteger a confidencialidade e a integridade das comunicações de rede
Exemplo 2: Criptografar ou bloquear automaticamente e-mails de saída e outras comunicações que contenham dados sensíveis, dependendo da classificação dos dados
Exemplo 3: Bloquear o acesso a e-mails pessoais, compartilhamento de arquivos, serviços de armazenamento de arquivos e outros aplicativos e serviços de comunicação pessoal a partir de sistemas e redes organizacionais
Exemplo 4: Evitar o reuso de dados sensíveis em ambientes de produção (por exemplo, registros de clientes) em ambientes de desenvolvimento, testes e outros ambientes não de produção";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação e comunicações que aborda a proteção da confidencialidade, integridade e disponibilidade dos dados em trânsito. A política estabelece objetivos para a gestão de riscos e continuidade de negócios.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] O objetivo é proteger a confidencialidade, integridade e disponibilidade dos dados em trânsito.;A política não especifica como as credenciais ou contas de acesso são concedidas ou bloqueadas. Elaborar política formal para concessão ou bloqueio do acesso.;Implementar MFA (Multi-Factor Authentication) para adicionar uma camada de segurança adicional à autenticação dos usuários.
PROTEGER (PR);Segurança de Dados (PR.DS);PR. DS-10;"A confidencialidade, integridade e disponibilidade dos dados em uso são protegidas

Exemplo 1: Remover dados que devem permanecer confidenciais (por exemplo, de processadores e memória) assim que não forem mais necessários
Exemplo 2: Proteger dados em uso contra acesso por outros usuários e processos da mesma plataforma";Nível 2: Informado sobre Riscos;2.0;A política de segurança da informação e comunicações da Fiocruz estabelece diretrizes para a classificação e tratamento das informações quanto ao seu grau de sigilo. No entanto, não há evidências de que as práticas de gestão de riscos sejam formalmente aprovadas e expressas como política.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A gestão de risco deve ser adotada para a identificação e implementação das medidas de proteção necessárias para a mitigação ou eliminação dos riscos.;Elaborar política formal de gestão de riscos;Implementar MFA (Multi-Factor Authentication) para conceder ou bloquear o acesso
PROTEGER (PR);Segurança de Dados (PR.DS);PR. DS-11;"Backups de dados são criados, protegidos, mantidos e testados

Exemplo 1: Fazer backup contínuo de dados críticos quase em tempo real e fazer backup de outros dados frequentemente em cronogramas acordados
Exemplo 2: Testar backups e restaurações para todos os tipos de fontes de dados pelo menos anualmente
Exemplo 3: Armazene alguns backups de forma segura offline e fora do local para que um incidente ou desastre não os danifique
Exemplo 4: Aplicar restrições de separação geográfica e geolocalização para armazenamento de backup de dados";Nível 2: Informado sobre Riscos;2.0;A política de segurança da informação e comunicações da Fiocruz estabelece diretrizes para a gestão de risco, continuidade e auditoria. No entanto, não há evidências específicas sobre a implementação de backups de dados.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A política estabelece diretrizes para a gestão de risco e continuidade, mas não menciona especificamente a implementação de backups de dados.;Elaborar política formal para a implementação de backups de dados;Implementar MFA (Multi-Factor Authentication) para proteger os backups de dados
PROTEGER (PR);Segurança de Plataforma (PR.PS);PR. PS-01;"Práticas de gerenciamento de configuração são estabelecidas e aplicadas

Exemplo 1: Estabelecer, testar, implantar e manter linhas de base reforçadas que aplicam as políticas de cibersegurança da organização e forneçam apenas capacidades essenciais (ou seja, princípio da menor funcionalidade)
Exemplo 2: Revise todas as configurações padrão que possam impactar a cibersegurança ao instalar ou atualizar software
Exemplo 3: Monitorar software implementado para desvios em relação às linhas de base aprovadas";Nível 2: Informado sobre Riscos;2.0;A organização tem práticas de gerenciamento de configuração estabelecidas e aplicadas, como mencionado na política de segurança da informação e comunicações.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] - CGTI, a fim de receber, analisar e responder às notificações e atividades relacionadas aos incidentes de segurança em redes computacionais no órgão.;A política não estabelece critérios específicos para a gestão de riscos de segurança da informação.;Elaborar política formal para a gestão de riscos de segurança da informação.
PROTEGER (PR);Segurança de Plataforma (PR.PS);PR. PS-02;"O software é mantido, substituído e removido conforme o risco

Exemplo 1: Realizar correções rotineiras e de emergência dentro dos prazos especificados no plano de gerenciamento de vulnerabilidades
Exemplo 2: Atualizar imagens de contêineres e implantar novas instâncias de contêiner para substituir, em vez de atualizar instâncias existentes
Exemplo 3: Substituir versões de software e serviço no fim da vida por versões suportadas e mantidas
Exemplo 4: Desinstalar e remover softwares e serviços não autorizados que representem riscos excessivos
Exemplo 5: Desinstalar e remover quaisquer componentes de software desnecessários (por exemplo, utilitários do sistema operacional) que atacantes possam usar de forma inadequada
Exemplo6: Definir e implementar planos para software e serviços de suporte à manutenção no fim da vida útil e à obsolescência";Nível 2: Informado sobre Riscos;2.0;O software é mantido, substituído e removido conforme o risco. A política de segurança da informação e comunicações estabelece objetivos para a gestão de riscos e a identificação das medidas de proteção necessárias.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] O objetivo é estabelecer diretrizes para classificação e tratamento das informações quanto ao seu grau de sigilo nos aspectos referentes à segurança da informação e comunicações no âmbito da Fiocruz.;A política não especifica como a gestão de riscos será implementada ou monitorada. É necessário estabelecer um plano formal para a gestão de riscos e realizar treinamentos para os usuários.;Elaborar política formal para a gestão de riscos e realizar treinamentos para os usuários.
PROTEGER (PR);Segurança de Plataforma (PR.PS);PR. PS-03;"O hardware é mantido, substituído e removido conforme o risco

Exemplo 1: Substituir hardware quando ele não possui as capacidades de segurança necessárias ou quando não pode suportar softwares com as capacidades de segurança necessárias
Exemplo 2: Definir e implementar planos para suporte de manutenção no fim da vida útil de hardware e obsolescência
Exemplo 3: Realizar a eliminação de hardware de forma segura, responsável e auditável";Nível 2: Informado sobre Riscos;2.0;O hardware é mantido, substituído e removido de forma adequada para minimizar riscos.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] - CGTI, a fim de receber, analisar e responder às notificações e atividades relacionadas aos incidentes de segurança em redes computacionais no órgão.;A política não estabelece critérios específicos para a gestão de riscos de hardware.;Elaborar política formal para a gestão de riscos de hardware e implementar procedimentos claros para substituição, manutenção e remoção de hardware.
PROTEGER (PR);Segurança de Plataforma (PR.PS);PR. PS-04;"Registros de log são gerados e disponibilizados para monitoramento contínuo

Exemplo1: Configurar todos os sistemas operacionais, aplicações e serviços (incluindo serviços baseados em nuvem) para gerar registros de log
Exemplo 2: Configurar geradores de logs para compartilhar seus logs de forma segura com os sistemas e serviços de infraestrutura de logging da organização
Exemplo 3: Configurar geradores de logs para registrar os dados necessários por arquiteturas zero-trust";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação e comunicações que aborda a gestão de riscos, continuidade e auditoria. Além disso, há normas institucionais para classificação e tratamento de informações classificadas.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] O conteúdo estabelece objetivos para a gestão de riscos e continuidade, bem como a necessidade de manter a conformidade com as legislações vigentes.;A política não especifica como os registros de log devem ser gerados e disponibilizados para monitoramento contínuo. Além disso, não há evidência de que os geradores de logs sejam configurados para compartilhar seus logs de forma segura com os sistemas e serviços de infraestrutura de logging da organização.;Elaborar política formal para a gestão de registros de log e implementar MFA (Multi-Factor Authentication) para garantir a segurança dos logs.
PROTEGER (PR);Segurança de Plataforma (PR.PS);PR. PS-05;"A instalação e execução de softwares não autorizados são impedidas

Exemplo 1: Quando o risco o justificar, restrinja a execução de software apenas a produtos permitidos ou negue a execução de softwares proibidos e não autorizados
Exemplo2: Verifique a origem do novo software e a integridade do software antes de instalá-lo
Exemplo 3: Configurar plataformas para usarem apenas serviços DNS aprovados que bloqueiam o acesso a domínios maliciosos conhecidos
Exemplo 4: Configurar plataformas para permitir a instalação apenas de softwares aprovados pela organização";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança que aborda a gestão de risco e continuidade, mas não há evidências específicas da implementação eficaz da restrição à execução de software não autorizados.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A política estabelece a gestão de risco e continuidade, mas não há detalhes sobre como essa política é implementada em prática.;Evidências concretas da implementação eficaz da restrição à execução de software não autorizados são necessárias para atingir o nível 3: Repetível.;Elaborar política formal e procedimentos claros para a implementação da restrição à execução de software não autorizados.
